customer_id,age,gender,income,region,signup_date,loyalty_score,preferred_channel,device_type,recency,frequency,monetary,account_age,last_purchase_date,group,purchase
704,26,female,80042.30295989226,Unknown,2024-03-16,0.7767201227715763,App,Mobile,340.0,11.0,6366.738411486341,521,2028-05-14,C,False
705,24,male,28903.153313628536,Unknown,2024-11-01,0.6808771196852434,App,Other,71.0,5.0,2810.0942204871226,291,2026-03-20,B,True
706,47,FEMALE,38959.47463681156,South,2022-09-04,0.41883419997252813,Email,Desktop,1.0,3.0,1644.788442250439,1080,2027-05-24,A,False
707,18,female,53158.66697669391,West,2023-08-05,0.025564993194898467,Phone,Tablet,84.0,26.0,345.4126431076975,745,2028-05-05,C,False
708,47,male,38713.73524477516,,2024-01-03,0.7277996416202209,Phone,Tablet,108.0,2.0,3440.2067738374,594,2028-03-01,C,False
709,42,Other,65662.73070544901,North,2024-10-26,0.7715755107669744,Web,Tablet,139.0,15.0,5177.6534865656895,297,2026-05-21,D,False
710,42,FEMALE,-10000.0,East,2023-03-13,0.318957496788679,Phone,Tablet,356.0,7.0,1529.2588998846347,890,2027-02-13,C,False
711,53,male,30149.343850056208,,2021-08-09,0.5169628705958457,SMS,Desktop,351.0,23.0,1785.8153842039815,1471,2025-10-29,D,False
712,45,MALE,51315.43350375323,South,2021-02-06,0.6064421232348624,SMS,Tablet,245.0,4.0,3353.570581834258,1655,2022-01-25,B,False
713,55,female,53406.77541613576,South,2021-12-12,0.3676452428636199,,Tablet,80.0,17.0,2066.0015936928908,1346,2023-03-23,B,False
714,57,unknown,68693.6412579266,East,2020-04-22,0.8155820061593617,,Mobile,,10.0,6047.8553841273915,1945,2024-01-11,A,True
715,65,MALE,57862.818062948485,Unknown,2023-10-29,0.4341270594167477,,Other,30.0,16.0,2733.819497666098,660,2027-10-25,B,False
716,59,female,59222.92782719671,South,2022-01-08,0.8780698554954017,Email,Tablet,289.0,6.0,5441.386998615156,1319,2025-02-19,A,False
717,44,F,56405.8336801445,Unknown,2023-11-24,0.7185132266906143,Web,Desktop,81.0,4.0,4428.654457716431,634,2026-07-25,B,False
718,43,unknown,46235.54957416139,South,2020-05-03,0.11049998314356813,Phone,Mobile,327.0,6.0,558.1994047081685,1934,2025-01-27,D,False
719,30,M,35675.61769777471,East,2021-10-05,0.799603183658746,Email,Desktop,219.0,17.0,3034.981447837436,1414,2023-06-09,C,False
720,49,female,55776.76703318752,West,2022-03-01,0.3375056313950089,,Tablet,178.0,19.0,2817.389159422929,1267,2025-09-17,A,False
721,25,MALE,43337.504682327184,North,2020-06-24,0.9355684220320085,Phone,,339.0,27.0,4229.360170370448,1882,2025-03-07,C,False
722,66,female,83796.4524088203,Unknown,2024-07-15,0.6033712797780534,SMS,Other,57.0,28.0,5341.661323748662,400,2025-10-25,B,False
723,61,unknown,76843.64589546437,Unknown,2023-04-10,0.02757796064079643,Web,Tablet,169.0,22.0,647.4918167193946,862,2023-08-16,D,False
724,24,Other,62656.78264703217,,2024-08-15,0.7343627051010597,,Mobile,95.0,1.0,5436.370019056752,369,2025-06-06,B,False
725,58,F,57569.33878585971,South,2024-05-22,0.3307343689710464,,Desktop,66.0,21.0,2006.6844445848817,454,2027-09-04,C,True
726,24,male,48240.818980376454,East,2020-03-09,1.0,Phone,,344.0,21.0,4920.593640873892,1989,2021-07-28,D,True
727,55,Other,24777.5253730573,,2024-09-26,0.9483303075574022,,Mobile,221.0,21.0,2906.292009674845,327,2028-04-02,C,False
728,22,M,45676.55553356069,North,2020-05-19,0.6952558530293419,Phone,Other,59.0,20.0,3293.6768062351584,1918,2022-09-30,C,False
729,43,female,52028.00066810513,East,2024-10-08,0.732872776715944,,Tablet,40.0,20.0,4077.472776763444,315,2029-01-04,A,True
730,52,female,54589.129488893246,East,2023-09-01,0.6020630078329801,,Desktop,114.0,17.0,3981.8191698576316,718,2026-11-18,C,False
731,55,FEMALE,59390.72734031652,East,2024-06-26,0.4288551711959323,Email,,304.0,18.0,3025.808145010383,419,2027-05-27,D,False
732,39,M,68426.6039575537,East,2022-09-26,0.08358278201459013,Web,Desktop,53.0,21.0,862.7370224776248,1058,2023-10-18,C,False
733,65,FEMALE,36156.91856614266,Unknown,2020-11-16,0.9288434988343165,App,Other,270.0,2.0,3823.0956981783966,1737,2022-06-24,C,False
734,58,female,36338.487855819774,South,2020-10-25,0.32918653475444226,App,Mobile,39.0,15.0,1583.9664928159427,1759,2021-12-18,C,False
735,28,unknown,79017.13359486317,,2020-08-25,0.31284777370040295,SMS,,123.0,4.0,2704.3101642458146,1820,2020-12-14,A,False
736,52,Other,65419.63178386298,,2024-05-30,0.1913247758328236,Phone,Mobile,191.0,27.0,1355.3375341070775,446,2025-11-24,D,False
737,55,male,42184.581157333574,South,2022-12-03,0.9924082488344622,,Desktop,47.0,29.0,4521.8876857245095,990,2027-08-08,B,False
738,35,MALE,47855.776620955265,,2021-03-08,0.9425644372802915,App,,145.0,5.0,4580.961964243435,1625,2025-02-28,C,False
739,56,F,47945.72106650203,South,2020-09-06,0.3494323698537579,Phone,Other,98.0,26.0,1784.830039352724,1808,2021-11-04,C,False
740,64,M,50631.48244562766,North,2020-06-05,0.2600053809449093,SMS,Other,17.0,14.0,1875.0072828845646,1901,2022-03-24,C,False
741,60,FEMALE,59453.661844772265,East,2021-05-31,0.8053695296823601,Phone,Desktop,1.0,20.0,4824.231313908281,1541,2024-12-24,A,False
742,57,Other,100699.85492199662,Unknown,2024-02-08,0.4226100501961395,Email,Other,53.0,19.0,4855.2561926320295,558,2024-06-28,C,False
743,50,MALE,53795.13122325305,,2024-11-19,0.9677880500881427,,,273.0,4.0,-5246.06321028922,273,2028-06-08,C,False
744,32,female,63251.963008505016,West,2023-05-01,0.9012167296093352,App,Other,14.0,27.0,5975.948827796853,841,2026-01-06,B,False
745,59,M,16270.465876197144,Unknown,2025-06-14,0.9594513422601925,Web,Desktop,185.0,19.0,1824.6214577369278,66,2028-12-16,C,True
746,36,M,40302.0001444233,South,2022-02-27,0.08992429011436687,Phone,,9.0,15.0,421.0357270661781,1269,2022-03-09,C,False
747,45,female,74576.3000543321,,2021-10-27,0.7021277365555003,Email,Mobile,79.0,18.0,5544.029883208336,1392,2026-06-05,D,False
748,34,F,58046.30782713232,West,2023-10-17,0.9872543868608756,,,65.0,29.0,5768.5181654083435,672,2027-02-10,C,False
749,34,MALE,,North,2020-09-26,0.37329253298376674,Web,Mobile,124.0,19.0,,1788,2021-08-01,D,False
750,26,M,63480.464046323934,North,2024-12-27,0.8815690030493142,,Mobile,271.0,20.0,5627.966888256116,235,2029-02-19,D,False
751,67,MALE,88363.28789257538,South,2024-04-09,0.4081418393461933,Web,Mobile,154.0,26.0,3632.2793316820234,497,2024-05-31,D,False
752,25,F,10081.848277604135,North,2020-03-09,0.9713240007093817,SMS,Mobile,6.0,21.0,1227.21257881107,1989,2021-01-02,D,False
753,22,M,80387.75351291025,South,2021-01-09,0.6535913715875568,Web,Other,53.0,5.0,5412.641254975355,1683,2024-12-01,C,False
754,66,male,5439.112612518562,,2023-06-09,0.09650048291379276,Web,Desktop,111.0,24.0,153.0477677377024,802,2027-08-07,B,False
755,46,F,68759.97890106827,South,2024-01-17,0.4790457387946232,,Mobile,102.0,27.0,3392.7982503789517,580,2024-07-10,A,False
756,40,female,49827.0274797552,West,2021-03-12,0.04972875339771776,Web,Desktop,206.0,22.0,390.51724890427715,1621,2024-07-16,C,False
757,56,male,3000.575695107669,,2024-02-02,0.3950757236861081,App,,128.0,5.0,217.34625501466246,564,2028-01-27,C,False
758,37,Other,-10000.0,South,2022-08-06,,SMS,Tablet,271.0,16.0,5485.9915288587545,1109,2023-01-30,B,False
759,24,Other,73016.79498304117,Unknown,2023-09-12,0.23220219448136248,SMS,Other,92.0,2.0,1886.5189991280045,707,2024-01-24,A,False
760,55,M,57277.740076431466,East,2022-04-27,0.9505677780817237,Web,Desktop,247.0,23.0,5545.5922104355905,1210,2023-06-11,D,False
761,27,M,61696.55274119226,South,2022-06-27,0.09992304463514046,App,Tablet,37.0,28.0,763.7853077047525,1149,2023-07-30,A,False
762,46,F,41766.477753218765,,2022-02-18,0.6648115470741713,App,Other,360.0,2.0,3268.5549608824617,1278,2023-04-03,C,False
763,67,F,12772.204895579562,West,2020-11-09,0.9656855561505012,Email,Other,360.0,4.0,1322.173988410613,1744,2024-10-06,D,False
764,66,M,63837.280446741286,East,2021-01-15,0.6541535737332509,,Mobile,101.0,28.0,4334.6974933840265,1677,2022-01-20,D,False
765,36,male,84995.0783889259,Unknown,2020-12-01,0.8990039537552831,,Other,86.0,24.0,7826.232826103245,1722,2023-07-15,A,False
766,58,Other,72591.61708454919,,2024-05-24,0.9910304746457977,SMS,Other,1.0,,7254.946738431296,452,2026-01-16,C,False
767,49,male,10242.483407973079,Unknown,2022-04-26,0.6418434360424641,Email,Mobile,356.0,7.0,,1211,2023-11-22,D,False
768,42,male,19702.111855781324,,2022-01-29,0.782263847290607,,Desktop,14.0,19.0,1775.3541874231048,1298,2026-07-20,C,False
769,25,female,33080.64516405319,South,2024-09-07,0.031985193779737076,,Other,1.0,25.0,298.24074516243445,346,2026-04-04,B,False
770,37,Other,18140.490974397133,East,2024-11-09,0.4273103785190441,,Mobile,36.0,2.0,988.4382851371861,283,2025-12-17,A,False
771,51,male,50883.798391120785,South,2021-04-12,0.2882653535049121,Web,Other,108.0,9.0,1518.4081400135747,1590,2022-05-26,C,False
772,69,F,57868.31610361046,Unknown,2021-12-10,0.8241853339971567,Phone,,355.0,9.0,5185.1605943089235,1348,2026-07-05,C,False
773,18,female,21394.934335152648,Unknown,2022-04-03,0.6775780125813058,Phone,Tablet,61.0,16.0,1576.3538151081957,1234,2026-05-16,A,False
774,55,M,65542.56918551057,West,2024-08-06,0.6144142223801891,SMS,Tablet,208.0,8.0,4268.127832049241,378,2027-04-22,B,False
775,62,female,62022.07888040028,West,2023-09-05,0.9315586878189176,Web,Mobile,237.0,10.0,5930.968191614126,714,2026-05-22,B,False
776,67,MALE,39036.81750312594,Unknown,2022-12-24,0.08886780508144232,SMS,Other,291.0,8.0,528.0086879757475,969,2025-07-11,C,False
777,40,female,46549.560280320315,South,2021-04-15,0.9538412722145726,Phone,,255.0,2.0,4732.367953933724,1587,2024-03-06,A,False
778,24,M,11003.97648693937,East,2022-02-10,0.10076470716922103,,,359.0,20.0,237.52432600711342,1286,2025-06-06,B,False
779,32,unknown,43354.75687425851,Unknown,2020-02-27,0.3470175468825175,Email,Tablet,241.0,19.0,1621.4507884471782,2000,2020-06-12,D,False
780,62,F,50147.69948260651,North,2023-11-09,0.6302736647971824,Email,Mobile,308.0,26.0,3781.1820068540583,649,2027-10-29,B,False
781,63,F,53374.95190456379,,2025-01-11,0.3414762038674761,SMS,Desktop,117.0,17.0,2327.542123093777,220,2028-10-01,D,False
782,51,F,57577.538240403475,South,2024-04-22,0.6825362782943656,Email,Desktop,149.0,20.0,4789.620587571041,484,2029-01-09,D,False
783,24,MALE,54884.83486461145,Unknown,2021-09-10,0.7754186191955664,Email,Mobile,269.0,11.0,4417.3240851046185,1439,2023-10-19,D,False
784,24,MALE,44713.12605468659,West,2022-08-23,0.8285058299413393,,Mobile,319.0,12.0,3818.672497988982,1092,2022-08-27,C,False
785,42,Other,55723.898851086335,,2025-03-30,0.17934370090399987,Web,Tablet,2.0,12.0,1023.4812441754826,142,2027-01-29,B,False
786,48,Other,70040.63986620496,Unknown,2022-04-30,0.1820766961888466,Phone,Mobile,158.0,29.0,1502.8158937958287,1207,2024-04-15,B,False
787,19,unknown,48090.038533807114,West,2024-08-05,0.0523140279289096,Web,Mobile,293.0,14.0,338.5471336035352,379,2027-08-10,C,False
788,53,Other,56351.89781663354,Unknown,2023-02-28,0.49085183890682627,Phone,,42.0,26.0,3021.807133357175,903,2024-01-16,D,False
789,46,Other,46276.578746717634,East,2022-09-24,0.13753361884598403,Phone,Other,129.0,10.0,687.6373074416822,1060,2023-02-13,D,False
790,18,MALE,37064.82167040857,West,2023-03-16,0.3185969913871113,Email,,200.0,20.0,1503.9982949440255,887,2023-12-14,A,False
791,22,unknown,60457.59333835208,,2021-03-23,0.8404343192832971,Email,Desktop,31.0,8.0,5355.328529470857,1610,2024-08-05,D,False
792,41,M,38895.481116595896,North,2022-04-30,0.9486589427176836,App,Desktop,334.0,12.0,3841.1367351923254,1207,2023-01-19,B,False
793,55,female,57722.93801984381,East,2021-08-31,0.8220759473470115,App,Other,134.0,25.0,5135.641579670516,1449,2024-10-15,B,False
794,60,MALE,50565.10743020091,North,2024-02-24,0.0006483831624555236,,Other,286.0,20.0,315.756812094986,542,2027-08-24,B,False
795,40,female,43921.30646959713,West,2023-05-09,2.0,SMS,Desktop,156.0,15.0,2687.8316490277325,833,2026-02-25,B,False
796,33,F,43437.14335706679,Unknown,2022-03-10,0.16666012956693788,SMS,,,12.0,975.0907480189562,1258,2022-06-10,A,False
797,68,FEMALE,-10000.0,North,2024-07-03,0.37574691120675774,Web,Other,352.0,24.0,1628.1725579867614,412,2025-01-24,B,False
798,41,Other,17083.97655821972,West,2022-06-24,0.4279189441451754,SMS,Desktop,312.0,5.0,795.2985456133562,1152,2026-08-08,D,False
799,34,Other,57657.90190323384,East,2025-03-21,0.9429407578120377,,Mobile,188.0,25.0,5666.266798907221,151,2028-04-12,A,False
800,41,female,54630.93650556641,Unknown,2023-04-25,0.6337387318906241,Email,Mobile,169.0,18.0,3504.2066256629478,847,2027-01-08,C,False
801,18,M,66993.40504896987,South,2024-11-06,0.4676550519801758,,,285.0,10.0,3555.458649249892,286,2029-06-26,D,True
802,33,female,39370.86195386411,North,2025-05-27,0.6427948406334395,Web,,250.0,21.0,2578.119124755012,84,2027-06-02,C,False
803,44,female,87907.67250953335,North,2021-10-15,0.9518654775539227,,Tablet,357.0,29.0,8412.851694457624,1404,2026-03-18,B,False
804,65,MALE,42405.28104300734,East,2021-06-05,0.05915912409208668,SMS,Other,122.0,11.0,323.5716757652469,1536,2023-07-10,C,False
805,56,male,32497.807156106082,East,2024-07-29,0.8159876678426242,,,42.0,12.0,2744.129902571771,386,2029-01-11,C,False
806,58,F,,,2021-04-08,0.21689755571413916,,Mobile,71.0,27.0,854.2023630186237,1594,2024-08-11,B,False
807,46,female,15321.551935406751,,2024-02-13,0.153107952063957,App,,193.0,10.0,471.0107416499414,553,2025-03-19,D,False
808,23,MALE,80652.55784786255,South,2020-12-19,0.8988669186734501,SMS,Tablet,115.0,25.0,7381.689335691783,1704,2021-01-07,C,False
809,38,female,77421.34781537324,Unknown,2024-10-05,0.001849456997897292,SMS,Tablet,295.0,27.0,696.0047094087624,318,2029-04-09,A,False
810,69,female,62014.90325769516,North,2023-10-10,0.7410857403728923,Email,Mobile,319.0,17.0,5137.306090876628,679,2025-09-05,C,False
811,20,unknown,32078.223844484404,East,2022-11-08,0.08722840988938807,Web,Other,69.0,3.0,846.0335217030281,1015,2027-02-07,A,False
812,63,unknown,86225.3536311824,West,2022-06-17,0.6179952950406163,,Other,361.0,2.0,5546.312631608444,1159,2023-05-07,C,False
813,53,male,42965.616769566885,South,2023-06-28,0.6208969013905683,Web,Mobile,230.0,9.0,2724.507792946652,783,2025-10-01,A,False
814,32,MALE,44619.48337546695,West,2022-02-16,0.8627760494914616,,Other,,1.0,4307.75366026855,1280,2023-01-07,B,False
815,58,Other,78745.18160872153,East,2022-03-06,0.8226064972295486,Phone,Mobile,74.0,23.0,6543.263739951722,1262,2022-10-06,A,False
816,61,M,63178.21168961744,,2021-02-12,0.8851643430860379,Phone,Desktop,61.0,19.0,5637.606013572173,1649,2023-10-31,A,True
817,20,female,94022.06277509186,South,2020-11-11,0.380547590420932,Phone,Other,172.0,14.0,3653.8582600706072,1742,2023-01-15,D,False
818,23,MALE,54974.44520638039,,2024-11-17,0.16640574704757016,,Other,26.0,24.0,1018.4481551583525,275,2026-02-02,A,False
819,52,female,42059.384008425506,West,2024-02-07,0.6356829260992847,,Mobile,48.0,4.0,2997.7908860967123,559,2025-10-04,B,False
820,69,Other,37763.902330804085,Unknown,2022-06-05,0.4969697987079126,Email,Tablet,275.0,15.0,2065.8744786881025,1171,2024-04-10,A,False
821,19,Other,13060.07645618746,South,2024-07-21,0.07794226228138745,Web,Desktop,178.0,10.0,194.4687445629023,394,2025-08-23,A,False
822,52,unknown,44428.08454387591,North,2023-04-30,0.9555618904688526,App,Other,193.0,1.0,4398.424624603169,842,2026-11-11,C,False
823,25,FEMALE,72891.86677654761,Unknown,2023-04-13,0.3144195199118123,,,119.0,14.0,2397.46518176508,859,2024-09-26,C,False
824,51,F,61976.68345312138,East,2020-08-13,0.0021407649923053107,SMS,Other,203.0,5.0,101.98930580437539,1832,2023-09-04,B,False
825,50,Other,50406.16013120812,South,2022-12-12,0.9016903038374416,Phone,Other,125.0,2.0,4750.673138426526,981,2026-08-01,A,False
826,22,Other,30101.311123673415,,2020-08-03,0.5770508798706664,App,Tablet,17.0,7.0,1895.91568272652,1842,2022-03-20,C,False
827,53,F,54537.46036025474,South,2023-09-29,0.7330606735503175,,Tablet,207.0,6.0,4007.8674758193406,690,2024-01-23,B,False
828,64,unknown,70256.27410390746,East,2020-05-14,0.15266624029538478,Phone,Desktop,30.0,19.0,1301.4970499354183,1923,2020-08-11,C,False
829,62,M,58614.38512939969,Unknown,2022-10-25,0.40460567402604186,App,,251.0,23.0,2460.540277022797,1029,2025-09-16,A,False
830,19,female,53334.70339266719,,2022-01-04,0.6450612298137465,,Desktop,333.0,15.0,3608.040662333618,1323,2022-02-20,B,False
831,30,male,34060.84693437588,,2020-09-18,0.25096470816317695,SMS,,243.0,19.0,1015.046569541553,1796,2021-04-28,D,False
832,30,F,,West,2022-08-03,0.7014989451841578,Email,Other,210.0,3.0,4894.809130330909,1112,2024-12-27,C,False
833,41,FEMALE,12638.096374883615,North,2021-02-05,0.43361492267387575,Web,,352.0,23.0,675.9802628105122,1656,2022-07-04,B,True
834,25,F,57656.9141773029,North,2021-05-04,0.20912782713987277,App,Other,80.0,15.0,1303.1577914216257,1568,2023-06-01,A,False
835,62,male,101406.43961889198,Unknown,2024-11-14,0.01162465026038284,Email,Desktop,282.0,13.0,296.9847933970429,278,2028-04-28,B,False
836,58,FEMALE,19832.53225336306,West,2021-11-30,0.28190674535330673,,Desktop,76.0,26.0,612.9146061751784,1358,2025-11-02,D,False
837,60,MALE,45172.61090597268,North,2022-03-18,0.24673679202981835,Email,Mobile,1.0,10.0,1561.8978211563335,1250,2024-02-09,D,False
838,28,M,49841.780197505475,Unknown,2020-01-13,0.7643565566803482,Web,,88.0,13.0,3955.385883740081,2045,2020-06-08,B,False
839,18,male,40748.34371886846,,2021-08-24,0.7697099061679207,SMS,Mobile,183.0,27.0,3148.6912742880813,1456,2022-08-14,C,True
840,65,unknown,70727.48485117959,North,2021-12-03,0.1778244837320565,SMS,,24.0,5.0,1618.1581041843583,1355,2026-02-09,D,False
841,33,FEMALE,59449.02028710602,Unknown,2023-12-09,0.5681274709488372,SMS,Other,102.0,16.0,3667.2027759137563,619,2024-01-02,B,False
842,52,MALE,53046.00745094639,East,2020-08-26,0.22544359057477092,App,Mobile,19.0,17.0,1256.421575923684,1819,2021-09-12,A,False
843,65,Other,65945.45122338561,East,2025-02-02,0.4255022800541953,Phone,,89.0,21.0,2919.8572048769556,198,2029-11-10,B,False
844,19,M,50335.014181434846,Unknown,2020-09-13,0.8882080617195464,SMS,Mobile,263.0,27.0,4727.155356491125,1801,2022-06-06,B,False
845,18,FEMALE,113597.28977647028,South,2023-07-29,0.7192562195164937,Phone,Mobile,56.0,10.0,8443.111806973542,752,2023-09-27,B,False
846,18,F,53026.93867313482,North,2020-01-10,0.651100016701223,App,Tablet,97.0,4.0,3577.2730006332954,2048,2024-04-05,B,False
847,26,M,53905.64196979409,,2024-06-27,0.28148344932213887,Phone,Mobile,50.0,12.0,1603.6326931408414,418,2028-02-16,A,False
848,20,unknown,15790.63900853449,East,2023-10-24,0.1245816648965784,App,Mobile,140.0,5.0,241.40969571085293,665,2027-12-09,B,False
849,60,Other,39130.99345393152,South,2024-08-02,0.7529489842999344,App,Other,278.0,22.0,3071.4577558842307,382,2027-12-01,A,False
850,49,M,72947.55363599618,Unknown,2025-02-05,0.5678903845477898,Web,,196.0,17.0,4360.480465992646,195,2027-08-20,B,False
851,68,F,23290.86299280255,South,2024-07-25,0.6227601698242372,Phone,Mobile,73.0,22.0,1638.4423030631374,390,2028-01-21,B,False
852,59,Other,6848.856513960905,Unknown,2023-05-28,0.9751133193791509,App,Other,117.0,10.0,694.4795763489778,814,2023-10-21,B,False
853,68,male,50646.309423751496,North,2024-08-03,0.3483209201672045,,Other,244.0,28.0,1929.7995771018936,381,2025-02-04,D,False
854,30,unknown,77414.89014949955,West,2020-07-11,0.8007475292041538,Web,Mobile,175.0,26.0,6333.503577578725,1865,2023-06-08,D,False
855,32,female,50847.62457392251,East,2023-07-14,0.5589568408722299,SMS,Mobile,168.0,27.0,3215.399349885999,767,2025-11-03,C,False
856,62,Other,43277.50794747313,,2025-06-02,0.23525994592694244,Email,Tablet,315.0,21.0,1054.9263273386389,78,2029-03-04,C,False
857,30,female,12830.241245180398,West,2022-01-24,0.05288833198659171,App,Other,299.0,6.0,260.3823451930528,1303,2026-08-31,B,False
858,20,male,59045.08245404386,,2025-05-05,0.6160108919889606,Email,Desktop,89.0,5.0,3999.832585517287,106,2026-08-20,A,False
859,52,male,63225.5021776609,South,2022-10-10,0.29761613637757334,Email,Tablet,257.0,28.0,2204.8768050835083,1044,2024-05-29,C,False
860,59,unknown,14365.350017977995,East,2022-07-25,0.6954783464808746,App,Tablet,289.0,26.0,1103.5136091319039,1121,2023-06-19,A,False
861,68,Other,,Unknown,2021-08-23,0.700727161738402,SMS,Other,328.0,26.0,5143.479877736783,1457,2025-08-10,A,False
862,66,Other,65313.91051784218,North,2020-08-03,0.4554604678193276,,Desktop,97.0,19.0,3241.107545687239,1842,2023-01-14,D,False
863,24,Other,72646.3188509469,,2024-10-18,0.736397116839598,Phone,Other,265.0,25.0,5417.003269169808,305,2026-06-29,A,True
864,58,F,61670.50183666684,Unknown,2023-12-12,0.6265468576679076,Phone,,69.0,15.0,4415.974482473901,616,2027-08-21,A,False
865,61,MALE,63073.654176226366,Unknown,2022-03-11,0.46860494380007456,Web,Tablet,162.0,5.0,3205.9097614490975,1257,2024-06-26,C,False
866,54,Other,60414.417974034775,South,2025-04-06,0.877370605949072,Email,Other,27.0,8.0,5403.570044721927,135,2027-10-01,C,False
867,60,unknown,67369.4464300239,Unknown,2021-01-02,0.07593457524976144,,Mobile,220.0,25.0,694.1931970783503,1690,2025-02-09,B,False
868,61,MALE,13624.84461752163,,2024-04-06,0.9798181594307654,App,,250.0,19.0,1785.9702569061587,500,2025-06-11,A,False
869,41,MALE,19978.811327569707,South,2022-06-23,0.03345091140828127,App,Desktop,163.0,29.0,172.84744451484625,1153,2025-09-15,A,False
870,20,unknown,35279.84199620457,West,2023-06-02,0.2080963558963842,Web,Mobile,150.0,27.0,1151.4290769865777,809,2027-09-13,B,False
871,41,FEMALE,47403.596566548935,North,2020-03-15,0.9083078546543606,Email,Tablet,89.0,23.0,4404.104688732139,1983,2024-07-12,B,True
872,28,female,57762.73846616359,East,2023-05-06,0.08496025934161089,App,Desktop,281.0,2.0,595.4861070800432,836,2027-08-22,B,False
873,23,unknown,56493.633064577,North,2023-09-20,0.2621727531502741,Web,Tablet,332.0,6.0,1610.2167973207293,699,2024-10-05,D,False
874,24,male,72342.11622912063,West,2025-05-09,0.15397667904887735,Phone,,49.0,11.0,1384.0423287241372,102,2028-08-05,D,False
875,54,unknown,72969.90597160702,West,2021-11-23,0.7235715638162128,Web,Tablet,101.0,2.0,5969.662116221324,1365,2024-09-21,D,False
876,44,M,32552.297834124143,West,2020-05-26,0.578933391310145,,Desktop,220.0,28.0,1966.2727111424163,1911,2020-10-06,C,False
877,46,MALE,54771.52220100942,Unknown,2020-05-03,0.06447861179206271,,,134.0,7.0,407.39758123637534,1934,2022-12-26,D,False
878,56,F,33043.36904556323,,2020-10-26,0.46013423540160703,Email,Desktop,5.0,12.0,1735.2332522760016,1758,2021-12-17,A,False
879,46,unknown,46235.05923292867,South,2021-08-21,0.20850292801604553,Email,,8.0,20.0,1179.9919196364767,1459,2024-03-10,C,False
880,50,M,56435.827380969895,South,2024-07-19,0.9676985979824018,Web,,86.0,2.0,5567.455062627917,396,2027-08-06,C,False
881,22,F,18174.241529433813,South,2021-01-25,0.10791794730905191,Phone,Tablet,353.0,19.0,731.9191477498468,1667,2024-07-03,C,False
882,62,MALE,,,2020-10-17,0.5980551753640352,Web,Other,222.0,3.0,5923.326585380705,1767,2024-08-23,A,False
883,41,FEMALE,61328.173547949504,North,2020-03-04,0.4818472358468181,SMS,Other,93.0,27.0,3011.2242275238214,1994,2023-01-20,A,False
884,26,F,38085.93449173188,North,2022-02-05,0.5780844969983808,Web,,21.0,21.0,2313.7094894617367,1291,2024-06-07,D,False
885,60,F,88547.39510460457,North,2023-04-21,0.956492850706147,,Tablet,276.0,10.0,8676.98241962728,851,2028-02-05,B,False
886,999,FEMALE,43051.376590276115,Unknown,2021-07-16,0.3412818778164861,SMS,Tablet,138.0,21.0,1668.3608337885983,1495,2023-01-14,B,False
887,20,MALE,52650.387716561156,West,2022-09-17,0.7487663732110786,App,Desktop,144.0,10.0,4179.562434342288,1067,2024-03-04,C,False
888,28,F,40257.68379204746,,2021-05-01,0.4474664771755136,Web,Tablet,,4.0,1985.2273216362832,1571,2025-09-09,D,False
889,18,unknown,83039.83674886679,South,2024-05-19,0.6607616147255355,App,Other,84.0,1.0,5911.721968578756,457,2029-02-19,B,False
890,32,male,47900.30587388239,East,2020-02-21,0.3656575463045776,Email,Tablet,265.0,7.0,1843.9176418817938,2006,2022-01-07,D,False
891,23,unknown,52989.68201479018,West,2021-02-05,0.22712220525231563,Phone,Desktop,115.0,21.0,1424.8276872474555,1656,2025-05-05,C,False
892,54,female,74075.64306050893,North,2023-02-06,0.08361635937751744,Phone,Tablet,257.0,17.0,,925,2027-08-13,A,False
893,45,F,61702.78914922153,,2024-08-11,0.10175125132087781,Web,Tablet,189.0,8.0,1256.863376044005,373,2028-10-21,C,False
894,68,male,48913.03869731856,Unknown,2022-03-13,0.9594303187635166,Web,Mobile,54.0,20.0,4953.210403468116,1255,2024-10-26,D,False
895,56,Other,72207.81944714926,North,2020-05-19,0.7884566196747949,Web,Other,227.0,12.0,5889.717756024772,1918,2024-02-14,D,False
896,49,FEMALE,100769.66458855904,,2023-01-08,0.4449592499710073,SMS,,28.0,5.0,,954,2026-01-17,D,True
897,44,M,56348.208975988426,East,2021-06-24,0.5291472368374629,Email,Desktop,261.0,20.0,3068.4029974349146,1517,2021-08-25,A,False
898,20,MALE,52335.20175745133,East,2021-09-01,0.7142327243500672,,Desktop,137.0,14.0,3851.5084730151684,1448,2022-04-13,D,False
899,21,unknown,53412.54167238163,,2025-01-18,0.3525379020024927,Unknown,Mobile,245.0,20.0,2004.724632608571,213,2029-09-06,B,False
900,50,MALE,76208.59001663036,West,2025-02-25,0.4399880581597845,Unknown,Tablet,88.0,17.0,3906.547768559869,175,2026-06-21,B,False
901,18,MALE,38016.04529934155,South,2021-06-01,0.7183819195727064,Web,Tablet,149.0,3.0,2927.824892633642,1540,2022-04-11,B,False
902,20,F,44433.64880576678,Unknown,2023-03-28,0.2274543147531337,Web,,112.0,2.0,1286.5797915149171,875,2028-01-15,C,False
903,29,M,19251.141017467176,Unknown,2022-12-17,0.526344358466658,Email,,92.0,3.0,1338.9662358290857,976,2024-08-18,C,False
904,63,FEMALE,-10000.0,South,2025-04-06,0.21008817168623228,,Other,125.0,7.0,705.1718529433379,135,2028-10-20,A,False
